opratDate,areaSdNm,areaSggNm,areaEmdNm,netInflow,floatingPop,numClosures,time,treatment
2023-07-24,부산광역시,사상구,괘법동,47.0,1251.0,0,0,0
2023-07-24,부산광역시,사하구,하단동,-79.0,1525.0,0,0,0
2023-07-24,부산광역시,연제구,연산동,-213.0,4659.0,0,0,0
2023-07-24,부산광역시,해운대구,좌동,132.0,2994.0,1,0,0
2023-07-24,부산광역시,해운대구,중동,-7.0,2163.0,0,0,0
2023-07-25,부산광역시,남구,대연동,-227.0,3203.0,0,0,0
2023-07-25,부산광역시,부산진구,부전동,686.0,6584.0,1,0,0
2023-07-25,부산광역시,부산진구,전포동,-179.0,3353.0,0,0,0
2023-07-25,부산광역시,사상구,괘법동,62.0,1278.0,1,0,0
2023-07-25,부산광역시,사하구,하단동,-106.0,1582.0,2,0,0
2023-07-25,부산광역시,연제구,연산동,-345.0,4729.0,10,0,0
2023-07-25,부산광역시,해운대구,좌동,166.0,3092.0,1,0,0
2023-07-25,부산광역시,해운대구,중동,-57.0,2305.0,1,0,0
2023-07-26,부산광역시,남구,대연동,-200.0,3270.0,1,0,0
2023-07-26,부산광역시,부산진구,부전동,650.0,6832.0,2,0,0
2023-07-26,부산광역시,부산진구,전포동,-116.0,3490.0,0,0,0
2023-07-26,부산광역시,사상구,괘법동,138.0,1366.0,0,0,0
2023-07-26,부산광역시,사하구,하단동,-89.0,1791.0,0,0,0
2023-07-26,부산광역시,연제구,연산동,-467.0,5017.0,0,0,0
2023-07-26,부산광역시,해운대구,좌동,102.0,3156.0,1,0,0
2023-07-26,부산광역시,해운대구,중동,-18.0,2376.0,0,0,0
2023-07-27,부산광역시,남구,대연동,-282.0,3298.0,0,0,0
2023-07-27,부산광역시,부산진구,부전동,604.0,6732.0,2,0,0
2023-07-27,부산광역시,부산진구,전포동,-114.0,3376.0,0,0,0
2023-07-27,부산광역시,사상구,괘법동,112.0,1358.0,0,0,0
2023-07-27,부산광역시,사하구,하단동,-116.0,1616.0,1,0,0
2023-07-27,부산광역시,연제구,연산동,-372.0,4932.0,0,0,0
2023-07-27,부산광역시,해운대구,좌동,244.0,3110.0,0,0,0
2023-07-27,부산광역시,해운대구,중동,-76.0,2338.0,0,0,0
2023-07-28,부산광역시,남구,대연동,-298.0,3352.0,0,0,0
2023-07-28,부산광역시,부산진구,부전동,595.0,6905.0,0,0,0
2023-07-28,부산광역시,부산진구,전포동,-60.0,3370.0,0,0,0
2023-07-28,부산광역시,사상구,괘법동,115.0,1461.0,0,0,0
2023-07-28,부산광역시,사하구,하단동,-70.0,1738.0,0,0,0
2023-07-28,부산광역시,연제구,연산동,-372.0,4988.0,0,0,0
2023-07-28,부산광역시,해운대구,좌동,137.0,3141.0,0,0,0
2023-07-28,부산광역시,해운대구,중동,-47.0,2371.0,0,0,0
2023-07-29,부산광역시,남구,대연동,-291.0,2393.0,0,0,0
2023-07-29,부산광역시,부산진구,부전동,476.0,5724.0,0,0,0
2023-07-29,부산광역시,부산진구,전포동,-89.0,2047.0,0,0,0
2023-07-29,부산광역시,사상구,괘법동,36.0,1168.0,0,0,0
2023-07-29,부산광역시,사하구,하단동,-49.0,1279.0,0,0,0
2023-07-29,부산광역시,연제구,연산동,-237.0,4029.0,0,0,0
2023-07-29,부산광역시,해운대구,좌동,243.0,2451.0,0,0,0
2023-07-29,부산광역시,해운대구,중동,-89.0,1971.0,0,0,0
2023-07-30,부산광역시,남구,대연동,-77.0,1903.0,0,0,0
2023-07-30,부산광역시,부산진구,부전동,318.0,4454.0,0,0,0
2023-07-30,부산광역시,부산진구,전포동,-91.0,1639.0,0,0,0
2023-07-30,부산광역시,사상구,괘법동,4.0,854.0,0,0,0
2023-07-30,부산광역시,사하구,하단동,-21.0,1105.0,0,0,0
2023-07-30,부산광역시,연제구,연산동,-221.0,2939.0,0,0,0
2023-07-30,부산광역시,해운대구,좌동,149.0,2081.0,0,0,0
2023-07-30,부산광역시,해운대구,중동,-61.0,1685.0,0,0,0
2023-07-31,부산광역시,남구,대연동,-216.0,3098.0,1,0,0
2023-07-31,부산광역시,부산진구,부전동,569.0,6579.0,0,0,0
2023-07-31,부산광역시,부산진구,전포동,-84.0,3208.0,0,0,0
2023-07-31,부산광역시,사상구,괘법동,57.0,1375.0,0,0,0
2023-07-31,부산광역시,사하구,하단동,-102.0,1664.0,0,0,0
2023-07-31,부산광역시,연제구,연산동,-401.0,4865.0,2,0,0
2023-07-31,부산광역시,해운대구,좌동,245.0,3159.0,1,0,0
2023-07-31,부산광역시,해운대구,중동,-68.0,2424.0,0,0,0
2023-08-01,부산광역시,남구,대연동,-203.0,2955.0,0,0,0
2023-08-01,부산광역시,부산진구,부전동,515.0,6411.0,2,0,0
2023-08-01,부산광역시,부산진구,전포동,23.0,3211.0,0,0,0
2023-08-01,부산광역시,사상구,괘법동,136.0,1354.0,0,0,0
2023-08-01,부산광역시,사하구,하단동,-131.0,1683.0,0,0,0
2023-08-01,부산광역시,연제구,연산동,-414.0,4714.0,2,0,0
2023-08-01,부산광역시,해운대구,좌동,101.0,3059.0,1,0,0
2023-08-01,부산광역시,해운대구,중동,-27.0,2407.0,0,0,0
2023-08-02,부산광역시,남구,대연동,-269.0,3071.0,0,0,0
2023-08-02,부산광역시,부산진구,부전동,545.0,6567.0,1,0,0
2023-08-02,부산광역시,부산진구,전포동,-86.0,3328.0,0,0,0
2023-08-02,부산광역시,사상구,괘법동,92.0,1358.0,0,0,0
2023-08-02,부산광역시,사하구,하단동,-80.0,1612.0,0,0,0
2023-08-02,부산광역시,연제구,연산동,-326.0,4550.0,1,0,0
2023-08-02,부산광역시,해운대구,좌동,114.0,3096.0,0,0,0
2023-08-02,부산광역시,해운대구,중동,10.0,2274.0,0,0,0
2023-08-03,부산광역시,남구,대연동,-239.0,3103.0,0,0,0
2023-08-03,부산광역시,부산진구,부전동,531.0,6457.0,2,0,0
2023-08-03,부산광역시,부산진구,전포동,-102.0,3346.0,0,0,0
2023-08-03,부산광역시,사상구,괘법동,114.0,1358.0,0,0,0
2023-08-03,부산광역시,사하구,하단동,-69.0,1631.0,0,0,0
2023-08-03,부산광역시,연제구,연산동,-394.0,4698.0,1,0,0
2023-08-03,부산광역시,해운대구,좌동,210.0,3206.0,0,0,0
2023-08-03,부산광역시,해운대구,중동,-51.0,2373.0,0,0,0
2023-08-04,부산광역시,남구,대연동,-202.0,3140.0,0,0,0
2023-08-04,부산광역시,부산진구,부전동,454.0,6552.0,1,0,0
2023-08-04,부산광역시,부산진구,전포동,-59.0,3207.0,0,0,0
2023-08-04,부산광역시,사상구,괘법동,138.0,1408.0,0,0,0
2023-08-04,부산광역시,사하구,하단동,-90.0,1660.0,0,0,0
2023-08-04,부산광역시,연제구,연산동,-401.0,4691.0,1,0,0
2023-08-04,부산광역시,해운대구,좌동,197.0,3187.0,0,0,0
2023-08-04,부산광역시,해운대구,중동,-37.0,2395.0,0,0,0
2023-08-05,부산광역시,남구,대연동,-172.0,2298.0,0,0,0
2023-08-05,부산광역시,부산진구,부전동,492.0,5428.0,0,0,0
2023-08-05,부산광역시,부산진구,전포동,-7.0,1921.0,0,0,0
2023-08-05,부산광역시,사상구,괘법동,-33.0,1073.0,0,0,0
2023-08-05,부산광역시,사하구,하단동,-77.0,1325.0,0,0,0
2023-08-05,부산광역시,연제구,연산동,-336.0,3660.0,0,0,0
2023-08-05,부산광역시,해운대구,좌동,168.0,2626.0,0,0,0
2023-08-05,부산광역시,해운대구,중동,-35.0,1867.0,0,0,0
2023-08-06,부산광역시,남구,대연동,-63.0,1751.0,0,0,0
2023-08-06,부산광역시,부산진구,부전동,256.0,4194.0,0,0,0
2023-08-06,부산광역시,부산진구,전포동,-96.0,1546.0,0,0,0
2023-08-06,부산광역시,사상구,괘법동,63.0,901.0,0,0,0
2023-08-06,부산광역시,사하구,하단동,-29.0,1071.0,0,0,0
2023-08-06,부산광역시,연제구,연산동,-265.0,2777.0,0,0,0
2023-08-06,부산광역시,해운대구,좌동,181.0,2023.0,0,0,0
2023-08-06,부산광역시,해운대구,중동,-47.0,1583.0,0,0,0
2023-08-07,부산광역시,남구,대연동,-173.0,3161.0,0,0,0
2023-08-07,부산광역시,부산진구,부전동,429.0,6463.0,0,0,0
2023-08-07,부산광역시,부산진구,전포동,-137.0,3379.0,0,0,0
2023-08-07,부산광역시,사상구,괘법동,134.0,1382.0,0,0,0
2023-08-07,부산광역시,사하구,하단동,-120.0,1636.0,0,0,0
2023-08-07,부산광역시,연제구,연산동,-262.0,4496.0,1,0,0
2023-08-07,부산광역시,해운대구,좌동,136.0,3070.0,1,0,0
2023-08-07,부산광역시,해운대구,중동,-7.0,2273.0,0,0,0
2023-08-08,부산광역시,남구,대연동,-258.0,3362.0,0,0,0
2023-08-08,부산광역시,부산진구,부전동,551.0,6857.0,0,0,0
2023-08-08,부산광역시,부산진구,전포동,-30.0,3482.0,0,0,0
2023-08-08,부산광역시,사상구,괘법동,78.0,1368.0,0,0,0
2023-08-08,부산광역시,사하구,하단동,-59.0,1701.0,0,0,0
2023-08-08,부산광역시,연제구,연산동,-415.0,4969.0,0,0,0
2023-08-08,부산광역시,해운대구,좌동,160.0,3198.0,1,0,0
2023-08-08,부산광역시,해운대구,중동,-27.0,2355.0,1,0,0
2023-08-09,부산광역시,남구,대연동,-263.0,2605.0,1,0,0
2023-08-09,부산광역시,부산진구,부전동,424.0,4780.0,0,0,0
2023-08-09,부산광역시,부산진구,전포동,35.0,2883.0,0,0,0
2023-08-09,부산광역시,사상구,괘법동,95.0,1107.0,0,0,0
2023-08-09,부산광역시,사하구,하단동,-83.0,1319.0,0,0,0
2023-08-09,부산광역시,연제구,연산동,-285.0,3693.0,0,0,0
2023-08-09,부산광역시,해운대구,좌동,129.0,2209.0,0,0,0
2023-08-09,부산광역시,해운대구,중동,-52.0,1562.0,0,0,0
2023-08-10,부산광역시,남구,대연동,-87.0,2057.0,0,0,0
2023-08-10,부산광역시,부산진구,부전동,208.0,3856.0,1,0,0
2023-08-10,부산광역시,부산진구,전포동,-189.0,2151.0,0,0,0
2023-08-10,부산광역시,사상구,괘법동,136.0,838.0,0,0,0
2023-08-10,부산광역시,사하구,하단동,9.0,849.0,0,0,0
2023-08-10,부산광역시,연제구,연산동,-193.0,3063.0,0,0,0
2023-08-10,부산광역시,해운대구,좌동,133.0,1555.0,0,0,0
2023-08-10,부산광역시,해운대구,중동,-17.0,1213.0,0,0,0
2023-08-11,부산광역시,남구,대연동,-361.0,3409.0,0,0,0
2023-08-11,부산광역시,부산진구,부전동,711.0,7223.0,0,0,0
2023-08-11,부산광역시,부산진구,전포동,-37.0,3377.0,0,0,0
2023-08-11,부산광역시,사상구,괘법동,165.0,1499.0,0,0,0
2023-08-11,부산광역시,사하구,하단동,-148.0,1888.0,1,0,0
2023-08-11,부산광역시,연제구,연산동,-449.0,5261.0,1,0,0
2023-08-11,부산광역시,해운대구,좌동,196.0,3350.0,0,0,0
2023-08-11,부산광역시,해운대구,중동,-77.0,2517.0,0,0,0
2023-08-12,부산광역시,남구,대연동,-203.0,2553.0,0,0,0
2023-08-12,부산광역시,부산진구,부전동,645.0,6025.0,0,0,0
2023-08-12,부산광역시,부산진구,전포동,-120.0,2182.0,0,0,0
2023-08-12,부산광역시,사상구,괘법동,107.0,1287.0,0,0,0
2023-08-12,부산광역시,사하구,하단동,-167.0,1463.0,0,0,0
2023-08-12,부산광역시,연제구,연산동,-381.0,4253.0,0,0,0
2023-08-12,부산광역시,해운대구,좌동,181.0,2691.0,0,0,0
2023-08-12,부산광역시,해운대구,중동,-62.0,2192.0,0,0,0
2023-08-13,부산광역시,남구,대연동,-135.0,1851.0,0,0,0
2023-08-13,부산광역시,부산진구,부전동,343.0,4599.0,0,0,0
2023-08-13,부산광역시,부산진구,전포동,-75.0,1691.0,0,0,0
2023-08-13,부산광역시,사상구,괘법동,50.0,946.0,0,0,0
2023-08-13,부산광역시,사하구,하단동,-46.0,1158.0,0,0,0
2023-08-13,부산광역시,연제구,연산동,-245.0,3067.0,0,0,0
2023-08-13,부산광역시,해운대구,좌동,195.0,1973.0,0,0,0
2023-08-13,부산광역시,해운대구,중동,-87.0,1667.0,0,0,0
2023-08-14,부산광역시,남구,대연동,-269.0,3233.0,1,0,0
2023-08-14,부산광역시,부산진구,부전동,676.0,7282.0,1,0,0
2023-08-14,부산광역시,부산진구,전포동,-129.0,3385.0,0,0,0
2023-08-14,부산광역시,사상구,괘법동,44.0,1418.0,0,0,0
2023-08-14,부산광역시,사하구,하단동,-95.0,1735.0,0,0,0
2023-08-14,부산광역시,연제구,연산동,-394.0,5096.0,0,0,0
2023-08-14,부산광역시,해운대구,좌동,193.0,3193.0,1,0,0
2023-08-14,부산광역시,해운대구,중동,-26.0,2422.0,0,0,0
2023-08-15,부산광역시,남구,대연동,-140.0,2226.0,0,0,0
2023-08-15,부산광역시,부산진구,부전동,400.0,5368.0,0,0,0
2023-08-15,부산광역시,부산진구,전포동,-62.0,1842.0,0,0,0
2023-08-15,부산광역시,사상구,괘법동,50.0,1006.0,0,0,0
2023-08-15,부산광역시,사하구,하단동,-28.0,1274.0,0,0,0
2023-08-15,부산광역시,연제구,연산동,-292.0,3512.0,0,0,0
2023-08-15,부산광역시,해운대구,좌동,27.0,2429.0,0,0,0
2023-08-15,부산광역시,해운대구,중동,45.0,1845.0,0,0,0
2023-08-16,부산광역시,남구,대연동,-265.0,3451.0,0,0,0
2023-08-16,부산광역시,부산진구,부전동,545.0,6917.0,0,0,0
2023-08-16,부산광역시,부산진구,전포동,-103.0,3503.0,1,0,0
2023-08-16,부산광역시,사상구,괘법동,104.0,1482.0,0,0,0
2023-08-16,부산광역시,사하구,하단동,-110.0,1734.0,1,0,0
2023-08-16,부산광역시,연제구,연산동,-302.0,5138.0,1,0,0
2023-08-16,부산광역시,해운대구,좌동,167.0,3103.0,0,0,0
2023-08-16,부산광역시,해운대구,중동,-36.0,2300.0,1,0,0
2023-08-17,부산광역시,남구,대연동,-327.0,3259.0,1,0,0
2023-08-17,부산광역시,부산진구,부전동,638.0,6890.0,0,0,0
2023-08-17,부산광역시,부산진구,전포동,-38.0,3536.0,0,0,0
2023-08-17,부산광역시,사상구,괘법동,59.0,1463.0,0,0,0
2023-08-17,부산광역시,사하구,하단동,-81.0,1695.0,0,0,0
2023-08-17,부산광역시,연제구,연산동,-433.0,5083.0,6,0,0
2023-08-17,부산광역시,해운대구,좌동,214.0,3104.0,0,0,0
2023-08-17,부산광역시,해운대구,중동,-32.0,2422.0,0,0,0
2023-08-18,부산광역시,남구,대연동,-217.0,3265.0,1,0,0
2023-08-18,부산광역시,부산진구,부전동,440.0,6768.0,0,0,0
2023-08-18,부산광역시,부산진구,전포동,-41.0,3399.0,0,0,0
2023-08-18,부산광역시,사상구,괘법동,146.0,1500.0,1,0,0
2023-08-18,부산광역시,사하구,하단동,-63.0,1805.0,0,0,0
2023-08-18,부산광역시,연제구,연산동,-391.0,5015.0,0,0,0
2023-08-18,부산광역시,해운대구,좌동,189.0,3069.0,1,0,0
2023-08-18,부산광역시,해운대구,중동,-63.0,2393.0,1,0,0
2023-08-19,부산광역시,남구,대연동,-252.0,2376.0,0,0,0
2023-08-19,부산광역시,부산진구,부전동,537.0,5687.0,0,0,0
2023-08-19,부산광역시,부산진구,전포동,-69.0,1983.0,0,0,0
2023-08-19,부산광역시,사상구,괘법동,46.0,1156.0,0,0,0
2023-08-19,부산광역시,사하구,하단동,-57.0,1359.0,0,0,0
2023-08-19,부산광역시,연제구,연산동,-359.0,3799.0,0,0,0
2023-08-19,부산광역시,해운대구,좌동,130.0,2476.0,0,0,0
2023-08-19,부산광역시,해운대구,중동,24.0,1916.0,0,0,0
2023-08-20,부산광역시,남구,대연동,-111.0,1933.0,0,0,0
2023-08-20,부산광역시,부산진구,부전동,343.0,4539.0,0,0,0
2023-08-20,부산광역시,부산진구,전포동,-55.0,1725.0,0,0,0
2023-08-20,부산광역시,사상구,괘법동,47.0,937.0,0,0,0
2023-08-20,부산광역시,사하구,하단동,-67.0,1119.0,0,0,0
2023-08-20,부산광역시,연제구,연산동,-237.0,3071.0,0,0,0
2023-08-20,부산광역시,해운대구,좌동,247.0,2021.0,0,0,0
2023-08-20,부산광역시,해운대구,중동,-167.0,1557.0,0,0,0
2023-08-21,부산광역시,남구,대연동,-241.0,3213.0,1,0,0
2023-08-21,부산광역시,부산진구,부전동,594.0,6822.0,0,0,0
2023-08-21,부산광역시,부산진구,전포동,-84.0,3626.0,0,0,0
2023-08-21,부산광역시,사상구,괘법동,142.0,1384.0,0,0,0
2023-08-21,부산광역시,사하구,하단동,-109.0,1717.0,1,0,0
2023-08-21,부산광역시,연제구,연산동,-485.0,4987.0,3,0,0
2023-08-21,부산광역시,해운대구,좌동,194.0,3170.0,0,0,0
2023-08-21,부산광역시,해운대구,중동,-11.0,2341.0,2,0,0
2023-08-22,부산광역시,남구,대연동,-218.0,3214.0,4,0,0
2023-08-22,부산광역시,부산진구,부전동,602.0,6616.0,0,0,0
2023-08-22,부산광역시,부산진구,전포동,-60.0,3456.0,0,0,0
2023-08-22,부산광역시,사상구,괘법동,148.0,1434.0,0,0,0
2023-08-22,부산광역시,사하구,하단동,-124.0,1690.0,0,0,0
2023-08-22,부산광역시,연제구,연산동,-442.0,4816.0,0,0,0
2023-08-22,부산광역시,해운대구,좌동,113.0,3189.0,0,0,0
2023-08-22,부산광역시,해운대구,중동,-19.0,2367.0,0,0,0
2023-08-23,부산광역시,남구,대연동,-201.0,3351.0,0,0,0
2023-08-23,부산광역시,부산진구,부전동,597.0,6863.0,0,0,0
2023-08-23,부산광역시,부산진구,전포동,-104.0,3610.0,0,0,0
2023-08-23,부산광역시,사상구,괘법동,136.0,1348.0,0,0,0
2023-08-23,부산광역시,사하구,하단동,-95.0,1695.0,0,0,0
2023-08-23,부산광역시,연제구,연산동,-464.0,4936.0,0,0,0
2023-08-23,부산광역시,해운대구,좌동,164.0,3142.0,0,0,0
2023-08-23,부산광역시,해운대구,중동,-33.0,2371.0,0,0,0
2023-08-24,부산광역시,남구,대연동,-264.0,2980.0,0,0,0
2023-08-24,부산광역시,부산진구,부전동,428.0,5890.0,0,0,0
2023-08-24,부산광역시,부산진구,전포동,-52.0,3252.0,0,0,0
2023-08-24,부산광역시,사상구,괘법동,118.0,1232.0,0,0,0
2023-08-24,부산광역시,사하구,하단동,-52.0,1488.0,1,0,0
2023-08-24,부산광역시,연제구,연산동,-303.0,4443.0,1,0,0
2023-08-24,부산광역시,해운대구,좌동,141.0,2745.0,0,0,0
2023-08-24,부산광역시,해운대구,중동,-16.0,2092.0,0,0,0
2023-08-25,부산광역시,남구,대연동,-242.0,3482.0,1,0,0
2023-08-25,부산광역시,부산진구,부전동,738.0,7416.0,0,0,0
2023-08-25,부산광역시,부산진구,전포동,-139.0,3605.0,1,0,0
2023-08-25,부산광역시,사상구,괘법동,120.0,1592.0,0,0,0
2023-08-25,부산광역시,사하구,하단동,-90.0,1922.0,2,0,0
2023-08-25,부산광역시,연제구,연산동,-509.0,5383.0,0,0,0
2023-08-25,부산광역시,해운대구,좌동,190.0,3354.0,0,0,0
2023-08-25,부산광역시,해운대구,중동,-68.0,2514.0,0,0,0
2023-08-26,부산광역시,남구,대연동,-155.0,2579.0,0,0,0
2023-08-26,부산광역시,부산진구,부전동,526.0,6678.0,0,0,0
2023-08-26,부산광역시,부산진구,전포동,-117.0,2241.0,0,0,0
2023-08-26,부산광역시,사상구,괘법동,11.0,1185.0,0,0,0
2023-08-26,부산광역시,사하구,하단동,-28.0,1498.0,0,0,0
2023-08-26,부산광역시,연제구,연산동,-433.0,4437.0,0,0,0
2023-08-26,부산광역시,해운대구,좌동,210.0,2784.0,0,0,0
2023-08-26,부산광역시,해운대구,중동,-14.0,2040.0,0,0,0
2023-08-27,부산광역시,남구,대연동,-101.0,1959.0,0,0,0
2023-08-27,부산광역시,부산진구,부전동,329.0,4597.0,0,0,0
2023-08-27,부산광역시,부산진구,전포동,-26.0,1670.0,0,0,0
2023-08-27,부산광역시,사상구,괘법동,-7.0,925.0,0,0,0
2023-08-27,부산광역시,사하구,하단동,-33.0,1243.0,0,0,0
2023-08-27,부산광역시,연제구,연산동,-288.0,3126.0,0,0,0
2023-08-27,부산광역시,해운대구,좌동,253.0,2079.0,0,0,0
2023-08-27,부산광역시,해운대구,중동,-127.0,1631.0,0,0,0
2023-08-28,부산광역시,남구,대연동,-259.0,3411.0,1,0,0
2023-08-28,부산광역시,부산진구,부전동,653.0,7245.0,0,0,0
2023-08-28,부산광역시,부산진구,전포동,-85.0,3731.0,0,0,0
2023-08-28,부산광역시,사상구,괘법동,119.0,1407.0,0,0,0
2023-08-28,부산광역시,사하구,하단동,-104.0,1700.0,0,0,0
2023-08-28,부산광역시,연제구,연산동,-444.0,5190.0,0,0,0
2023-08-28,부산광역시,해운대구,좌동,205.0,3075.0,0,0,0
2023-08-28,부산광역시,해운대구,중동,-85.0,2363.0,0,0,0
2023-08-29,부산광역시,남구,대연동,-288.0,3234.0,0,0,0
2023-08-29,부산광역시,부산진구,부전동,536.0,6514.0,0,0,0
2023-08-29,부산광역시,부산진구,전포동,-34.0,3468.0,0,0,0
2023-08-29,부산광역시,사상구,괘법동,79.0,1307.0,0,0,0
2023-08-29,부산광역시,사하구,하단동,-91.0,1609.0,0,0,0
2023-08-29,부산광역시,연제구,연산동,-327.0,4751.0,1,0,0
2023-08-29,부산광역시,해운대구,좌동,216.0,3002.0,0,0,0
2023-08-29,부산광역시,해운대구,중동,-91.0,2147.0,0,0,0
2023-08-30,부산광역시,남구,대연동,-283.0,3255.0,0,0,0
2023-08-30,부산광역시,부산진구,부전동,541.0,6631.0,0,0,0
2023-08-30,부산광역시,부산진구,전포동,-86.0,3552.0,0,0,0
2023-08-30,부산광역시,사상구,괘법동,105.0,1359.0,1,0,0
2023-08-30,부산광역시,사하구,하단동,-33.0,1751.0,0,0,0
2023-08-30,부산광역시,연제구,연산동,-377.0,4929.0,1,0,0
2023-08-30,부산광역시,해운대구,좌동,212.0,3052.0,0,0,0
2023-08-30,부산광역시,해운대구,중동,-79.0,2227.0,0,0,0
2023-08-31,부산광역시,남구,대연동,-233.0,3235.0,2,0,0
2023-08-31,부산광역시,부산진구,부전동,513.0,6551.0,4,0,0
2023-08-31,부산광역시,부산진구,전포동,-79.0,3567.0,1,0,0
2023-08-31,부산광역시,사상구,괘법동,143.0,1385.0,0,0,0
2023-08-31,부산광역시,사하구,하단동,-66.0,1704.0,0,0,0
2023-08-31,부산광역시,연제구,연산동,-393.0,4887.0,0,0,0
2023-08-31,부산광역시,해운대구,좌동,185.0,2945.0,0,0,0
2023-08-31,부산광역시,해운대구,중동,-70.0,2162.0,0,0,0
2023-09-01,부산광역시,남구,대연동,-258.0,3322.0,0,0,0
2023-09-01,부산광역시,부산진구,부전동,568.0,6286.0,1,0,0
2023-09-01,부산광역시,부산진구,전포동,63.0,3531.0,0,0,0
2023-09-01,부산광역시,사상구,괘법동,101.0,1579.0,0,0,0
2023-09-01,부산광역시,사하구,하단동,-250.0,1868.0,1,0,0
2023-09-01,부산광역시,연제구,연산동,-413.0,4887.0,0,0,0
2023-09-01,부산광역시,해운대구,좌동,147.0,2909.0,0,0,0
2023-09-01,부산광역시,해운대구,중동,42.0,2178.0,0,0,0
2023-09-02,부산광역시,남구,대연동,-198.0,2500.0,0,0,0
2023-09-02,부산광역시,부산진구,부전동,636.0,6140.0,0,0,0
2023-09-02,부산광역시,부산진구,전포동,-86.0,2062.0,0,0,0
2023-09-02,부산광역시,사상구,괘법동,59.0,1243.0,0,0,0
2023-09-02,부산광역시,사하구,하단동,-157.0,1461.0,0,0,0
2023-09-02,부산광역시,연제구,연산동,-423.0,4223.0,0,0,0
2023-09-02,부산광역시,해운대구,좌동,159.0,2415.0,0,0,0
2023-09-02,부산광역시,해운대구,중동,10.0,1804.0,0,0,0
2023-09-03,부산광역시,남구,대연동,-114.0,1974.0,0,0,0
2023-09-03,부산광역시,부산진구,부전동,387.0,4725.0,0,0,0
2023-09-03,부산광역시,부산진구,전포동,-69.0,1749.0,0,0,0
2023-09-03,부산광역시,사상구,괘법동,11.0,1015.0,0,0,0
2023-09-03,부산광역시,사하구,하단동,-74.0,1178.0,0,0,0
2023-09-03,부산광역시,연제구,연산동,-241.0,3413.0,0,0,0
2023-09-03,부산광역시,해운대구,좌동,192.0,2154.0,0,0,0
2023-09-03,부산광역시,해운대구,중동,-92.0,1600.0,0,0,0
2023-09-04,부산광역시,남구,대연동,-323.0,3575.0,1,0,0
2023-09-04,부산광역시,부산진구,부전동,703.0,7181.0,0,0,0
2023-09-04,부산광역시,부산진구,전포동,-14.0,4096.0,0,0,0
2023-09-04,부산광역시,사상구,괘법동,50.0,1636.0,0,0,0
2023-09-04,부산광역시,사하구,하단동,-227.0,2073.0,0,0,0
2023-09-04,부산광역시,연제구,연산동,-424.0,5466.0,2,0,0
2023-09-04,부산광역시,해운대구,좌동,245.0,3247.0,2,0,0
2023-09-04,부산광역시,해운대구,중동,-10.0,2358.0,2,0,0
2023-09-05,부산광역시,남구,대연동,-367.0,3553.0,1,0,0
2023-09-05,부산광역시,부산진구,부전동,601.0,7199.0,0,0,0
2023-09-05,부산광역시,부산진구,전포동,38.0,4090.0,0,0,0
2023-09-05,부산광역시,사상구,괘법동,102.0,1558.0,0,0,0
2023-09-05,부산광역시,사하구,하단동,-265.0,2169.0,0,0,0
2023-09-05,부산광역시,연제구,연산동,-397.0,5367.0,1,0,0
2023-09-05,부산광역시,해운대구,좌동,212.0,3238.0,0,0,0
2023-09-05,부산광역시,해운대구,중동,76.0,2320.0,0,0,0
2023-09-06,부산광역시,남구,대연동,-347.0,3697.0,0,0,0
2023-09-06,부산광역시,부산진구,부전동,590.0,7392.0,1,0,0
2023-09-06,부산광역시,부산진구,전포동,69.0,4081.0,0,0,0
2023-09-06,부산광역시,사상구,괘법동,101.0,1589.0,0,0,0
2023-09-06,부산광역시,사하구,하단동,-219.0,2157.0,0,0,0
2023-09-06,부산광역시,연제구,연산동,-505.0,5661.0,0,0,0
2023-09-06,부산광역시,해운대구,좌동,334.0,3300.0,0,0,0
2023-09-06,부산광역시,해운대구,중동,-23.0,2359.0,0,0,0
2023-09-07,부산광역시,남구,대연동,-331.0,3691.0,0,0,0
2023-09-07,부산광역시,부산진구,부전동,701.0,7233.0,1,0,0
2023-09-07,부산광역시,부산진구,전포동,59.0,3951.0,0,0,0
2023-09-07,부산광역시,사상구,괘법동,59.0,1673.0,0,0,0
2023-09-07,부산광역시,사하구,하단동,-303.0,2161.0,0,0,0
2023-09-07,부산광역시,연제구,연산동,-435.0,5647.0,1,0,0
2023-09-07,부산광역시,해운대구,좌동,212.0,3170.0,0,0,0
2023-09-07,부산광역시,해운대구,중동,38.0,2344.0,0,0,0
2023-09-08,부산광역시,남구,대연동,-370.0,3710.0,0,0,0
2023-09-08,부산광역시,부산진구,부전동,766.0,7628.0,1,0,0
2023-09-08,부산광역시,부산진구,전포동,-9.0,3941.0,0,0,0
2023-09-08,부산광역시,사상구,괘법동,154.0,1784.0,0,0,0
2023-09-08,부산광역시,사하구,하단동,-312.0,2132.0,0,0,0
2023-09-08,부산광역시,연제구,연산동,-431.0,5733.0,0,0,0
2023-09-08,부산광역시,해운대구,좌동,137.0,3429.0,0,0,0
2023-09-08,부산광역시,해운대구,중동,65.0,2541.0,1,0,0
2023-09-09,부산광역시,남구,대연동,-261.0,2805.0,0,0,0
2023-09-09,부산광역시,부산진구,부전동,795.0,6985.0,0,0,0
2023-09-09,부산광역시,부산진구,전포동,-180.0,2300.0,0,0,0
2023-09-09,부산광역시,사상구,괘법동,52.0,1374.0,0,0,0
